Timestamp,Temperature (Celsius),Humidity (%),CO2 Concentration (ppm),Hive Frequency,Health Status
2024-04-18 14:00:00,33.03,51.84,433.62,149.73,Healthy
2024-03-28 13:00:00,32.54,56.51,442.82,146.82,Healthy
2024-03-21 22:00:00,19.68,31.03,629.43,190.22,Unhealthy
2024-03-16 16:00:00,22.37,45.52,547.75,188.4,Unhealthy
2024-03-25 01:00:00,28.16,55.15,437.34,156.71,Healthy
2024-04-11 14:00:00,32.88,50.71,448.87,149.45,Healthy
2024-03-13 14:00:00,15.63,47.59,505.28,178.66,Unhealthy
2024-03-13 17:00:00,29.75,51.74,409.01,157.44,Healthy
2024-03-14 14:00:00,33.73,50.87,428.08,148.85,Healthy
2024-04-19 19:00:00,35.55,73.17,752.85,258.85,Unhealthy
2024-04-13 06:00:00,32.06,59.28,435.66,154.46,Healthy
2024-03-24 03:00:00,32.5,58.73,397.23,155.23,Healthy
2024-04-04 00:00:00,35.4,79.88,576.08,220.58,Unhealthy
2024-04-06 18:00:00,29.2,56.41,390.88,152.27,Healthy
2024-04-12 04:00:00,28.87,52.65,430.0,147.7,Healthy
2024-04-06 16:00:00,39.1,66.99,543.66,135.35,Unhealthy
2024-03-18 01:00:00,29.13,59.97,444.65,154.62,Healthy
2024-03-29 20:00:00,14.97,34.52,716.63,209.54,Unhealthy
2024-03-15 04:00:00,34.74,58.25,439.14,149.93,Healthy
2024-04-18 22:00:00,35.25,66.04,584.52,243.12,Unhealthy
2024-03-23 11:00:00,11.75,30.61,596.63,192.25,Unhealthy
2024-04-11 13:00:00,37.87,61.53,667.82,188.63,Unhealthy
2024-04-02 06:00:00,39.33,64.41,529.11,212.75,Unhealthy
2024-03-16 21:00:00,12.03,36.8,524.43,161.47,Unhealthy
2024-03-25 17:00:00,23.9,40.34,499.91,191.16,Unhealthy
2024-04-12 07:00:00,37.64,79.36,720.07,157.45,Unhealthy
2024-04-07 23:00:00,32.17,50.61,421.08,148.34,Healthy
2024-04-11 09:00:00,38.1,73.64,540.84,191.92,Unhealthy
2024-04-15 12:00:00,33.81,58.0,436.27,141.66,Healthy
2024-04-14 03:00:00,28.46,57.28,400.51,152.26,Healthy
2024-03-09 18:00:00,28.14,52.21,392.02,144.85,Healthy
2024-04-07 06:00:00,35.66,67.41,787.22,231.44,Unhealthy
2024-03-27 03:00:00,25.89,48.94,784.57,175.17,Unhealthy
2024-03-21 02:00:00,30.63,55.6,418.35,150.99,Healthy
2024-04-12 02:00:00,34.89,56.6,404.84,146.97,Healthy
2024-03-23 13:00:00,18.48,39.21,474.85,175.12,Unhealthy
2024-03-21 11:00:00,28.26,51.33,406.84,148.91,Healthy
2024-04-09 18:00:00,28.97,59.76,445.05,146.35,Healthy
2024-04-04 10:00:00,31.24,52.01,395.36,156.32,Healthy
2024-04-17 15:00:00,33.81,57.08,432.87,151.69,Healthy
2024-04-14 05:00:00,31.17,56.56,406.95,144.11,Healthy
2024-03-14 17:00:00,31.58,52.6,415.65,153.46,Healthy
2024-03-16 15:00:00,13.12,40.75,742.96,189.65,Unhealthy
2024-03-22 19:00:00,29.96,52.19,408.56,147.31,Healthy
2024-03-13 02:00:00,12.14,48.76,721.46,214.99,Unhealthy
2024-04-13 11:00:00,34.73,56.13,447.06,146.91,Healthy
2024-04-18 11:00:00,30.73,53.84,448.71,144.93,Healthy
2024-04-14 08:00:00,37.06,79.69,602.81,232.07,Unhealthy
2024-04-14 09:00:00,31.92,59.37,424.81,158.91,Healthy
2024-04-16 17:00:00,31.41,50.03,432.76,145.64,Healthy
2024-04-07 07:00:00,32.27,50.68,421.14,139.75,Healthy
2024-03-18 07:00:00,29.66,52.21,408.29,147.96,Healthy
2024-04-10 20:00:00,38.5,60.86,467.49,207.32,Unhealthy
2024-03-20 05:00:00,27.72,45.87,660.67,157.25,Unhealthy
2024-03-15 22:00:00,29.66,58.72,417.02,143.24,Healthy
2024-03-11 18:00:00,10.81,39.55,677.84,196.23,Unhealthy
2024-04-19 12:00:00,29.72,54.37,433.11,152.51,Healthy
2024-04-13 09:00:00,32.64,54.32,435.26,153.56,Healthy
2024-04-04 18:00:00,28.75,59.27,432.78,141.73,Healthy
2024-03-30 20:00:00,30.64,56.47,391.15,145.81,Healthy
2024-03-27 04:00:00,16.28,42.72,559.89,178.76,Unhealthy
2024-04-09 11:00:00,37.76,65.27,501.44,227.51,Unhealthy
2024-04-03 05:00:00,29.21,50.79,419.8,135.04,Healthy
2024-03-17 11:00:00,30.44,58.72,416.82,152.16,Healthy
2024-04-10 23:00:00,36.79,72.78,727.6,254.85,Unhealthy
2024-04-14 13:00:00,34.62,57.26,411.18,153.61,Healthy
2024-03-26 10:00:00,30.24,52.06,431.3,153.15,Healthy
2024-03-13 08:00:00,31.66,52.2,424.66,151.47,Healthy
2024-03-09 08:00:00,16.7,33.68,541.6,201.2,Unhealthy
2024-03-30 09:00:00,35.9,68.04,488.24,194.6,Unhealthy
2024-03-15 20:00:00,32.7,51.59,398.52,164.75,Healthy
2024-03-26 19:00:00,33.27,59.34,413.28,149.02,Healthy
2024-04-11 18:00:00,37.92,67.13,780.3,122.79,Unhealthy
2024-03-29 05:00:00,31.88,57.62,437.43,149.69,Healthy
2024-04-13 23:00:00,36.03,65.12,627.09,189.69,Unhealthy
2024-04-06 04:00:00,29.31,51.16,434.32,147.74,Healthy
2024-03-26 17:00:00,15.88,32.43,463.65,189.09,Unhealthy
2024-04-14 15:00:00,36.43,64.35,781.26,232.72,Unhealthy
2024-03-21 19:00:00,11.53,44.06,568.6,198.05,Unhealthy
2024-03-27 23:00:00,33.27,58.38,401.68,141.07,Healthy
2024-04-01 09:00:00,31.93,58.84,446.86,151.65,Healthy
2024-03-16 18:00:00,34.56,57.61,431.65,160.28,Healthy
2024-03-25 14:00:00,34.93,52.36,412.47,152.07,Healthy
2024-04-02 10:00:00,31.44,56.07,411.47,157.89,Healthy
2024-03-29 05:00:00,19.91,45.17,726.68,178.76,Unhealthy
2024-04-07 18:00:00,36.68,72.85,492.07,193.33,Unhealthy
2024-03-21 07:00:00,19.71,36.98,565.97,198.83,Unhealthy
2024-04-05 04:00:00,35.69,61.87,466.87,181.44,Unhealthy
2024-03-10 07:00:00,16.56,49.32,468.29,190.04,Unhealthy
2024-04-12 12:00:00,33.62,52.06,445.57,145.27,Healthy
2024-04-12 16:00:00,37.73,72.91,562.58,179.93,Unhealthy
2024-04-19 08:00:00,33.1,51.33,422.79,157.0,Healthy
2024-03-23 10:00:00,18.49,31.44,492.36,195.14,Unhealthy
2024-04-06 00:00:00,28.71,59.92,426.47,147.08,Healthy
2024-03-15 06:00:00,31.48,56.78,432.61,147.53,Healthy
2024-03-30 20:00:00,36.94,72.98,456.69,184.84,Unhealthy
2024-03-27 05:00:00,12.1,47.27,760.94,189.59,Unhealthy
2024-04-14 08:00:00,30.81,59.85,416.2,153.68,Healthy
2024-03-26 21:00:00,33.53,55.07,391.4,146.27,Healthy
2024-04-04 20:00:00,31.73,53.99,447.96,149.39,Healthy
2024-03-26 06:00:00,16.97,46.8,577.61,183.9,Unhealthy
2024-04-11 15:00:00,34.46,50.12,401.41,145.52,Healthy
2024-03-26 03:00:00,24.79,44.65,558.93,176.98,Unhealthy
2024-04-03 23:00:00,34.45,56.69,396.11,148.71,Healthy
2024-03-21 14:00:00,28.89,58.01,390.33,144.55,Healthy
2024-04-16 19:00:00,33.6,53.55,400.9,153.61,Healthy
2024-03-20 12:00:00,16.43,41.94,533.1,189.15,Unhealthy
2024-04-15 22:00:00,35.99,75.24,450.0,229.16,Unhealthy
2024-03-13 00:00:00,34.21,59.91,439.33,147.82,Healthy
2024-03-11 01:00:00,31.47,57.91,423.67,145.35,Healthy
2024-04-11 17:00:00,35.85,74.78,767.76,198.92,Unhealthy
2024-04-17 05:00:00,37.68,72.11,640.57,236.29,Unhealthy
2024-03-14 19:00:00,29.55,54.96,390.76,158.6,Healthy
2024-03-09 09:00:00,27.02,40.78,536.44,192.34,Unhealthy
2024-03-15 21:00:00,23.63,47.53,571.78,204.89,Unhealthy
2024-03-13 06:00:00,23.8,34.59,550.5,169.94,Unhealthy
2024-04-13 22:00:00,36.11,78.39,485.63,181.43,Unhealthy
2024-03-23 16:00:00,17.13,44.78,779.6,186.68,Unhealthy
2024-03-30 02:00:00,27.44,37.56,793.26,167.84,Unhealthy
2024-03-16 04:00:00,28.63,51.61,418.28,149.37,Healthy
2024-04-08 12:00:00,32.02,56.92,413.88,146.33,Healthy
2024-03-21 10:00:00,28.21,53.97,426.65,159.05,Healthy
2024-03-18 00:00:00,10.09,35.45,552.28,186.56,Unhealthy
2024-04-02 20:00:00,35.73,68.62,534.68,160.82,Unhealthy
2024-04-15 16:00:00,36.54,72.36,638.68,223.24,Unhealthy
2024-04-05 01:00:00,36.68,76.86,486.88,228.06,Unhealthy
2024-03-24 09:00:00,21.51,34.19,597.71,210.65,Unhealthy
2024-04-10 18:00:00,33.04,52.55,416.73,150.36,Healthy
2024-04-13 07:00:00,32.43,52.25,412.3,159.15,Healthy
2024-03-23 20:00:00,30.62,59.88,425.62,153.11,Healthy
2024-04-17 16:00:00,36.11,75.79,715.65,173.79,Unhealthy
2024-04-02 03:00:00,33.49,51.68,444.37,153.73,Healthy
2024-04-16 13:00:00,34.64,55.93,440.91,148.11,Healthy
2024-04-19 00:00:00,32.17,52.59,440.34,149.99,Healthy
2024-04-16 09:00:00,37.11,67.43,788.4,245.18,Unhealthy
2024-03-28 20:00:00,14.0,47.33,616.44,187.88,Unhealthy
2024-04-02 23:00:00,38.24,79.83,731.39,196.01,Unhealthy
2024-03-22 13:00:00,13.1,44.56,588.1,155.35,Unhealthy
2024-04-13 12:00:00,35.83,78.87,651.99,163.95,Unhealthy
2024-03-15 00:00:00,31.63,58.51,394.76,148.06,Healthy
2024-03-28 10:00:00,28.39,52.16,419.33,154.58,Healthy
2024-03-24 23:00:00,30.23,58.71,406.52,150.02,Healthy
2024-03-23 14:00:00,13.1,47.28,478.06,179.21,Unhealthy
2024-03-23 05:00:00,28.81,59.96,431.2,153.66,Healthy
2024-03-15 23:00:00,23.04,30.58,712.09,153.55,Unhealthy
2024-04-10 00:00:00,35.84,69.14,501.56,175.15,Unhealthy
2024-03-28 09:00:00,18.39,43.46,669.18,163.34,Unhealthy
2024-04-12 08:00:00,32.14,52.95,419.93,148.05,Healthy
2024-03-14 02:00:00,21.34,41.8,679.0,197.38,Unhealthy
2024-03-09 13:00:00,12.79,43.11,715.79,185.23,Unhealthy
2024-04-14 00:00:00,35.28,75.13,527.3,186.82,Unhealthy
2024-04-18 02:00:00,37.15,79.97,772.35,243.02,Unhealthy
2024-04-13 18:00:00,35.43,65.79,679.82,215.56,Unhealthy
2024-04-16 06:00:00,32.13,53.06,403.82,148.81,Healthy
2024-04-17 01:00:00,36.36,61.39,587.62,226.62,Unhealthy
2024-03-14 13:00:00,17.65,40.96,683.77,194.43,Unhealthy
2024-03-23 00:00:00,30.94,56.59,428.18,150.48,Healthy
2024-03-19 15:00:00,27.3,30.65,740.98,184.23,Unhealthy
2024-03-22 14:00:00,29.1,50.82,415.31,152.76,Healthy
2024-04-07 01:00:00,36.02,75.32,591.5,203.8,Unhealthy
2024-03-24 06:00:00,26.83,35.51,636.89,172.97,Unhealthy
2024-04-08 20:00:00,38.36,70.59,470.25,150.99,Unhealthy
2024-03-16 07:00:00,29.31,55.07,397.58,138.9,Healthy
2024-03-09 20:00:00,33.83,59.44,444.39,142.39,Healthy
2024-04-16 22:00:00,36.42,71.81,732.34,245.11,Unhealthy
2024-03-16 11:00:00,28.12,59.81,394.18,164.93,Healthy
2024-04-05 09:00:00,31.49,57.09,417.46,149.22,Healthy
2024-03-11 21:00:00,14.86,49.58,629.38,210.76,Unhealthy
2024-03-20 04:00:00,32.31,52.69,436.43,153.26,Healthy
2024-03-24 14:00:00,27.21,44.24,493.05,192.51,Unhealthy
2024-04-01 04:00:00,37.65,60.96,592.49,201.38,Unhealthy
2024-04-15 21:00:00,28.19,50.05,435.93,151.49,Healthy
2024-04-06 08:00:00,28.56,58.68,432.79,147.94,Healthy
2024-03-20 02:00:00,31.99,50.64,409.02,154.49,Healthy
2024-04-13 12:00:00,29.04,59.43,424.63,142.32,Healthy
2024-04-14 11:00:00,29.27,51.65,435.53,147.38,Healthy
2024-04-11 15:00:00,39.62,60.34,516.54,183.1,Unhealthy
2024-03-15 02:00:00,30.55,54.81,401.24,150.13,Healthy
2024-04-15 13:00:00,30.78,52.04,429.28,155.29,Healthy
2024-04-13 05:00:00,36.88,66.83,465.72,236.81,Unhealthy
2024-04-01 05:00:00,33.41,56.33,393.96,151.44,Healthy
2024-03-22 15:00:00,29.75,50.6,414.66,153.13,Healthy
2024-03-31 06:00:00,37.13,65.77,523.75,181.9,Unhealthy
2024-04-11 21:00:00,38.71,75.52,792.06,161.06,Unhealthy
2024-03-16 17:00:00,16.92,32.13,675.01,192.14,Unhealthy
2024-04-01 14:00:00,33.29,58.4,394.61,147.75,Healthy
2024-03-15 03:00:00,34.8,55.92,441.49,140.4,Healthy
2024-04-08 22:00:00,36.86,62.7,779.95,204.42,Unhealthy
2024-03-31 11:00:00,35.0,56.1,439.71,139.4,Healthy
2024-03-18 16:00:00,29.86,54.2,390.74,163.1,Healthy
2024-04-08 11:00:00,33.19,51.01,417.48,158.16,Healthy
2024-04-11 02:00:00,32.08,56.37,447.64,154.76,Healthy
2024-04-08 05:00:00,39.83,73.93,790.97,210.55,Unhealthy
2024-03-09 15:00:00,25.5,46.9,721.85,182.87,Unhealthy
2024-03-26 09:00:00,28.64,58.68,417.24,153.11,Healthy
2024-03-22 21:00:00,33.17,53.37,447.3,140.19,Healthy
2024-04-10 05:00:00,37.89,66.56,785.28,217.54,Unhealthy
2024-03-21 19:00:00,28.6,57.06,410.33,154.51,Healthy
2024-03-20 06:00:00,12.51,36.18,762.38,175.97,Unhealthy
2024-04-17 17:00:00,35.15,70.39,485.88,177.74,Unhealthy
2024-03-10 09:00:00,33.5,54.74,405.61,157.24,Healthy
2024-04-14 02:00:00,37.87,76.86,462.61,237.01,Unhealthy
2024-04-08 02:00:00,30.44,50.58,390.08,142.43,Healthy
2024-03-09 17:00:00,22.67,39.74,620.65,188.17,Unhealthy
2024-03-17 09:00:00,32.43,56.21,423.63,148.46,Healthy
2024-03-27 16:00:00,28.59,59.7,423.22,152.98,Healthy
2024-04-02 05:00:00,32.35,58.63,418.59,149.68,Healthy
2024-04-17 18:00:00,28.96,54.4,420.83,158.38,Healthy
2024-04-19 21:00:00,28.96,50.69,408.59,157.95,Healthy
2024-03-30 07:00:00,33.7,53.41,447.36,151.1,Healthy
2024-04-03 13:00:00,31.23,55.19,420.67,158.74,Healthy
2024-04-08 04:00:00,39.17,61.25,676.26,262.65,Unhealthy
2024-03-16 03:00:00,19.59,44.8,744.51,174.9,Unhealthy
2024-04-11 02:00:00,37.96,72.77,786.22,238.55,Unhealthy
2024-04-13 14:00:00,28.6,51.22,437.25,153.56,Healthy
2024-03-09 11:00:00,32.19,57.32,404.97,143.17,Healthy
2024-03-21 06:00:00,18.33,31.75,790.04,183.81,Unhealthy
2024-03-18 14:00:00,11.68,38.6,483.79,174.01,Unhealthy
2024-03-28 19:00:00,34.08,54.07,392.37,151.84,Healthy
2024-03-22 17:00:00,33.0,51.6,432.84,152.91,Healthy
2024-03-09 13:00:00,29.09,56.59,435.56,151.31,Healthy
2024-03-18 14:00:00,28.66,54.32,395.79,148.5,Healthy
2024-03-24 22:00:00,11.27,34.92,685.54,219.25,Unhealthy
2024-04-01 03:00:00,32.7,55.5,414.45,158.62,Healthy
2024-03-18 20:00:00,34.24,59.84,407.83,151.4,Healthy
2024-03-10 23:00:00,31.08,53.15,405.06,155.18,Healthy
2024-03-31 22:00:00,29.6,55.67,440.76,153.84,Healthy
2024-03-19 10:00:00,34.4,57.71,424.97,149.79,Healthy
2024-04-15 18:00:00,28.09,53.55,415.51,151.14,Healthy
2024-03-14 21:00:00,16.04,34.38,634.59,164.67,Unhealthy
2024-03-28 00:00:00,16.74,48.8,470.18,172.81,Unhealthy
2024-04-14 12:00:00,39.32,62.72,548.87,187.94,Unhealthy
2024-04-13 10:00:00,29.25,54.39,445.11,161.41,Healthy
2024-03-26 18:00:00,22.04,39.0,460.83,169.67,Unhealthy
2024-04-05 13:00:00,38.75,67.27,468.32,266.63,Unhealthy
2024-04-18 17:00:00,37.43,60.62,623.69,279.6,Unhealthy
2024-04-05 21:00:00,34.91,55.16,442.81,156.63,Healthy
2024-03-18 02:00:00,19.82,38.48,713.89,159.72,Unhealthy
2024-03-22 10:00:00,33.85,54.52,449.57,152.32,Healthy
2024-04-07 03:00:00,30.98,55.03,425.71,150.78,Healthy
2024-03-30 07:00:00,39.09,66.89,784.62,216.62,Unhealthy
2024-03-27 00:00:00,28.4,59.87,407.35,147.54,Healthy
2024-04-03 02:00:00,34.28,57.24,398.57,151.62,Healthy
2024-04-18 11:00:00,37.01,67.74,792.48,179.56,Unhealthy
2024-04-04 06:00:00,30.59,55.62,416.03,143.16,Healthy
2024-03-16 10:00:00,22.13,42.28,690.21,183.5,Unhealthy
2024-03-11 03:00:00,26.28,42.46,490.17,167.0,Unhealthy
2024-03-18 19:00:00,30.75,52.74,425.9,154.98,Healthy
2024-03-14 05:00:00,13.34,47.46,665.35,180.76,Unhealthy
2024-03-23 03:00:00,23.57,44.31,470.83,173.96,Unhealthy
2024-03-22 11:00:00,22.46,42.81,496.02,152.66,Unhealthy
2024-03-12 02:00:00,28.99,52.39,402.08,152.76,Healthy
2024-03-10 08:00:00,31.19,59.44,415.13,155.59,Healthy
2024-03-15 08:00:00,29.99,52.67,418.27,143.72,Healthy
2024-03-31 16:00:00,33.95,51.81,434.43,147.37,Healthy
2024-04-12 03:00:00,33.87,57.64,428.44,152.28,Healthy
2024-03-28 18:00:00,15.11,49.45,588.3,189.64,Unhealthy
2024-03-12 21:00:00,30.28,54.67,419.87,148.15,Healthy
2024-04-05 20:00:00,36.84,72.05,615.3,207.19,Unhealthy
2024-04-05 05:00:00,39.46,75.13,576.02,212.32,Unhealthy
2024-04-11 20:00:00,37.18,67.06,632.51,178.84,Unhealthy
2024-04-12 09:00:00,37.06,75.41,454.24,214.74,Unhealthy
2024-04-02 08:00:00,35.82,60.57,792.64,206.51,Unhealthy
2024-03-15 08:00:00,15.1,35.31,614.91,154.87,Unhealthy
2024-03-24 10:00:00,31.21,56.23,407.7,152.5,Healthy
2024-04-03 19:00:00,39.02,73.05,451.34,191.74,Unhealthy
2024-04-14 09:00:00,37.84,78.75,653.03,263.45,Unhealthy
2024-03-10 10:00:00,13.57,47.15,705.79,172.8,Unhealthy
2024-03-10 14:00:00,20.88,30.74,519.33,160.72,Unhealthy
2024-03-21 23:00:00,21.41,40.77,552.72,200.61,Unhealthy
2024-03-24 03:00:00,21.5,47.38,492.2,200.9,Unhealthy
2024-04-08 18:00:00,35.9,66.19,711.61,246.02,Unhealthy
2024-04-06 01:00:00,29.07,58.51,407.72,155.19,Healthy
2024-03-24 12:00:00,34.59,57.33,424.63,151.84,Healthy
2024-03-12 13:00:00,28.52,56.8,417.07,149.69,Healthy
2024-03-10 11:00:00,31.6,58.45,448.88,143.37,Healthy
2024-03-27 12:00:00,11.3,36.13,584.93,164.6,Unhealthy
2024-03-31 05:00:00,31.28,52.57,406.73,145.45,Healthy
2024-04-13 02:00:00,37.54,76.25,589.24,186.59,Unhealthy
2024-03-11 15:00:00,34.45,53.51,430.14,156.7,Healthy
2024-04-04 22:00:00,29.88,59.92,447.05,144.35,Healthy
2024-03-21 22:00:00,31.78,50.52,420.76,152.55,Healthy
2024-04-08 06:00:00,28.87,59.84,440.82,151.13,Healthy
2024-04-04 08:00:00,32.33,51.75,412.64,154.56,Healthy
2024-03-09 15:00:00,34.06,58.49,436.6,150.72,Healthy
2024-04-11 19:00:00,32.25,52.97,447.61,148.13,Healthy
2024-03-11 09:00:00,13.31,30.42,478.6,181.39,Unhealthy
2024-03-23 08:00:00,33.99,52.0,417.37,152.35,Healthy
2024-03-11 07:00:00,31.64,50.24,432.47,144.98,Healthy
2024-04-10 03:00:00,38.75,69.82,606.69,173.72,Unhealthy
2024-03-13 18:00:00,30.87,53.96,441.43,147.1,Healthy
2024-03-23 21:00:00,32.38,50.4,390.61,156.64,Healthy
2024-03-12 15:00:00,12.07,48.9,720.2,173.32,Unhealthy
2024-03-19 06:00:00,32.52,59.68,394.74,146.0,Healthy
2024-03-18 05:00:00,29.57,57.95,447.77,151.28,Healthy
2024-04-10 15:00:00,35.83,66.38,601.49,232.19,Unhealthy
2024-03-15 02:00:00,16.51,39.56,515.59,180.51,Unhealthy
2024-04-11 09:00:00,32.28,56.8,405.57,146.99,Healthy
2024-04-02 18:00:00,35.47,73.93,475.12,191.88,Unhealthy
2024-04-02 14:00:00,37.51,71.93,626.08,183.32,Unhealthy
2024-04-06 07:00:00,39.49,77.57,588.3,196.11,Unhealthy
2024-03-31 03:00:00,33.89,51.01,411.52,147.08,Healthy
2024-03-19 00:00:00,32.04,52.13,444.17,149.73,Healthy
2024-04-05 04:00:00,28.84,50.89,392.89,145.24,Healthy
2024-03-30 11:00:00,39.13,70.72,603.7,203.08,Unhealthy
2024-03-31 13:00:00,31.89,52.73,390.86,152.29,Healthy
2024-04-17 13:00:00,37.82,66.75,660.54,135.37,Unhealthy
2024-04-03 11:00:00,28.62,53.55,409.06,157.61,Healthy
2024-03-23 01:00:00,14.43,39.91,467.9,174.73,Unhealthy
2024-03-12 10:00:00,22.65,49.66,757.85,149.38,Unhealthy
2024-03-22 00:00:00,23.0,44.11,776.11,166.84,Unhealthy
2024-03-11 20:00:00,30.72,58.74,393.74,154.09,Healthy
2024-03-20 07:00:00,19.28,39.06,605.18,179.87,Unhealthy
2024-03-13 04:00:00,33.33,56.08,402.23,143.54,Healthy
2024-04-06 02:00:00,29.72,52.09,398.2,142.4,Healthy
2024-03-21 00:00:00,34.23,56.18,405.26,151.48,Healthy
2024-03-14 01:00:00,24.47,40.69,762.9,155.25,Unhealthy
2024-03-24 07:00:00,32.03,55.92,398.53,157.82,Healthy
2024-03-14 16:00:00,10.12,37.42,758.67,153.23,Unhealthy
2024-03-16 09:00:00,20.58,35.71,563.79,162.97,Unhealthy
2024-04-13 15:00:00,34.98,51.97,405.06,140.58,Healthy
2024-03-31 01:00:00,36.97,78.7,497.05,223.75,Unhealthy
2024-03-13 22:00:00,30.03,58.16,398.44,150.38,Healthy
2024-03-11 02:00:00,28.24,53.19,421.4,142.52,Healthy
2024-03-14 13:00:00,30.99,55.51,430.08,153.61,Healthy
2024-03-17 20:00:00,32.25,54.89,434.39,145.66,Healthy
2024-03-11 12:00:00,34.58,59.39,399.95,147.27,Healthy
2024-04-01 01:00:00,30.51,54.84,419.26,169.63,Healthy
2024-03-12 04:00:00,28.52,53.55,399.88,151.95,Healthy
2024-04-09 04:00:00,37.37,76.57,577.99,155.46,Unhealthy
2024-04-01 03:00:00,38.39,71.05,592.64,261.74,Unhealthy
2024-03-16 23:00:00,34.14,59.32,408.24,145.41,Healthy
2024-03-15 01:00:00,32.92,54.95,433.89,149.77,Healthy
2024-04-15 19:00:00,28.6,57.84,392.25,140.71,Healthy
2024-04-11 12:00:00,34.52,57.16,394.38,146.46,Healthy
2024-03-14 20:00:00,28.84,50.81,423.59,159.96,Healthy
2024-03-12 16:00:00,34.04,57.86,391.63,152.82,Healthy
2024-04-19 10:00:00,38.47,74.59,468.08,169.03,Unhealthy
2024-03-31 20:00:00,39.77,74.21,680.49,214.24,Unhealthy
2024-03-31 21:00:00,32.24,51.07,435.97,139.35,Healthy
2024-04-06 04:00:00,36.01,62.42,708.51,196.47,Unhealthy
2024-04-19 07:00:00,28.53,54.83,439.03,152.87,Healthy
2024-03-16 05:00:00,33.85,58.18,448.75,151.64,Healthy
2024-03-19 16:00:00,34.75,59.21,425.94,156.0,Healthy
2024-03-27 22:00:00,34.9,56.93,405.56,152.87,Healthy
2024-03-30 18:00:00,35.32,64.0,669.31,222.26,Unhealthy
2024-04-14 02:00:00,31.95,58.42,392.16,154.5,Healthy
2024-03-18 03:00:00,22.38,38.98,731.72,181.71,Unhealthy
2024-03-13 09:00:00,30.99,51.86,428.07,148.83,Healthy
2024-04-18 21:00:00,36.15,70.41,707.06,217.74,Unhealthy
2024-04-09 01:00:00,33.72,51.95,422.67,156.09,Healthy
2024-03-19 23:00:00,19.97,38.56,650.12,176.31,Unhealthy
2024-03-13 14:00:00,30.2,58.84,399.48,149.66,Healthy
2024-03-27 10:00:00,28.59,51.4,447.67,147.56,Healthy
2024-03-12 10:00:00,32.95,59.88,442.77,142.34,Healthy
2024-04-11 07:00:00,37.97,74.77,793.4,146.18,Unhealthy
2024-03-19 02:00:00,13.49,42.97,683.73,201.93,Unhealthy
2024-04-16 14:00:00,33.35,53.92,415.36,151.16,Healthy
2024-04-07 23:00:00,38.02,61.32,631.29,200.01,Unhealthy
2024-04-06 06:00:00,35.95,67.67,675.69,246.01,Unhealthy
2024-04-04 04:00:00,36.0,69.36,726.13,152.63,Unhealthy
2024-04-10 02:00:00,29.74,50.98,427.86,148.5,Healthy
2024-04-19 13:00:00,33.73,57.3,441.76,158.98,Healthy
2024-03-25 12:00:00,33.25,59.7,432.34,157.77,Healthy
2024-03-19 03:00:00,33.06,53.69,425.59,146.87,Healthy
2024-03-30 10:00:00,39.56,71.65,748.89,188.46,Unhealthy
2024-03-20 11:00:00,32.92,54.8,432.16,150.41,Healthy
2024-03-17 03:00:00,19.94,31.35,718.12,198.37,Unhealthy
2024-03-14 05:00:00,29.31,58.77,426.92,150.19,Healthy
2024-04-03 14:00:00,36.11,61.45,466.4,237.97,Unhealthy
2024-04-06 09:00:00,31.67,58.06,401.95,155.77,Healthy
2024-03-19 17:00:00,33.97,56.17,396.9,147.54,Healthy
2024-03-28 04:00:00,17.59,47.29,645.2,187.0,Unhealthy
2024-04-19 18:00:00,36.87,75.05,496.1,181.06,Unhealthy
2024-03-13 06:00:00,33.4,52.31,407.23,147.49,Healthy
2024-03-10 17:00:00,34.64,51.21,448.32,149.76,Healthy
2024-03-28 15:00:00,20.44,43.09,649.28,173.58,Unhealthy
2024-04-06 03:00:00,35.89,78.62,678.07,125.04,Unhealthy
2024-03-28 00:00:00,30.63,59.45,393.46,148.2,Healthy
2024-04-08 04:00:00,33.81,50.58,428.79,158.77,Healthy
2024-04-12 01:00:00,35.65,62.06,701.42,219.4,Unhealthy
2024-03-30 21:00:00,39.07,77.97,616.9,183.4,Unhealthy
2024-03-09 08:00:00,30.62,51.85,405.7,155.3,Healthy
2024-03-24 23:00:00,15.71,47.33,546.38,180.07,Unhealthy
2024-03-13 13:00:00,21.39,49.29,636.56,163.36,Unhealthy
2024-03-13 20:00:00,14.1,43.85,546.92,189.99,Unhealthy
2024-03-18 18:00:00,27.42,37.91,555.44,209.28,Unhealthy
2024-03-12 18:00:00,30.32,54.18,417.84,149.88,Healthy
2024-03-21 08:00:00,15.13,30.66,618.71,159.35,Unhealthy
2024-04-06 12:00:00,28.78,50.81,412.07,150.95,Healthy
2024-04-16 16:00:00,39.36,73.94,563.85,203.53,Unhealthy
2024-03-11 06:00:00,15.58,34.64,473.68,161.56,Unhealthy
2024-04-10 10:00:00,28.77,54.59,394.57,147.58,Healthy
2024-04-17 18:00:00,35.77,68.86,629.85,260.29,Unhealthy
2024-03-21 00:00:00,25.93,42.3,539.04,185.93,Unhealthy
2024-04-02 12:00:00,37.35,64.72,493.02,236.07,Unhealthy
2024-03-29 16:00:00,27.01,37.73,656.06,224.38,Unhealthy
2024-03-26 04:00:00,30.24,56.64,430.63,149.63,Healthy
2024-04-08 15:00:00,39.0,79.93,529.88,226.59,Unhealthy
